Name1,Name2,Set,Card_type1,Card_type2,Mana_Cost1,Mana_Cost2,Mana_Value1,Mana_Value2,Color,Rarity,Price
Vedalken Plotter,,CMD,Creature,,2U,,3.0,0.0,U,U,0.36
Vedalken Shackles,,MMA,Artifact,,3,,3.0,0.0,C,M,23.88
Vedalken Squirrel-Whacker,,UNF,Creature,,3U,,4.0,0.0,U,R,0.26
"Vega, the Watcher",,KHM,Creature,,1WU,,3.0,0.0,WU,U,0.12
Vegetation Abomination,,UNF,Creature Artifact,,2G,,3.0,0.0,G,C,0.22
Veilborn Ghoul,,M13,Creature,,4B,,5.0,0.0,B,U,0.1
Veiled Apparition,,USG,Enchantment,,1U,,2.0,0.0,U,U,0.2
Veiled Crocodile,,USG,Enchantment,,2U,,3.0,0.0,U,R,0.31
Veiled Sentry,,USG,Enchantment,,U,,1.0,0.0,U,U,0.24
Veiled Serpent,,USG,Enchantment,,2U,,3.0,0.0,U,C,0.06
Veiled Shade,,GRN,Creature,,2B,,3.0,0.0,B,C,0.02
Veiling Oddity,,TSR,Creature,,3U,,4.0,0.0,U,C,0.05
Veil of Birds,,USG,Enchantment,,U,,1.0,0.0,U,C,0.16
Veil of Secrecy,,BOK,Instant,,1U,,2.0,0.0,U,C,0.19
Veil of Summer,,M20,Instant,,G,,1.0,0.0,G,U,6.94
Veilstone Amulet,,FUT,Artifact,,3,,3.0,0.0,C,R,10.75
Vein Drinker,,C17,Creature,,4BB,,6.0,0.0,BR,R,0.22
Veinfire Borderpost,,ARB,Artifact,,1BR,,3.0,0.0,BR,C,0.16
Veinwitch Coven,,C21,Creature,,2B,,3.0,0.0,B,R,6.92
Vela the Night-Clad,,C17,Creature,,4UB,,6.0,0.0,UB,M,1.88
Veldrane of Sengir,,HML,Creature,,5BB,,7.0,0.0,B,R,0.78
Veldt,,ICE,Land,,,,0.0,0.0,WG,R,1.62
Velomachus Lorehold,,STX,Creature,,5RW,,7.0,0.0,WR,M,2.88
Venarian Glimmer,,PLC,Instant,,XU,,1.0,0.0,U,U,0.1
Venarian Gold,,LEG,Enchantment,,XUU,,2.0,0.0,U,C,0.62
Vendetta,,ROE,Instant,,B,,1.0,0.0,B,C,0.22
Vendilion Clique,,A25,Creature,,1UU,,3.0,0.0,U,M,13.15
Venerable Knight,,ELD,Creature,,W,,1.0,0.0,W,U,0.11
Venerable Kumo,,CHK,Creature,,4G,,5.0,0.0,G,C,0.1
Venerable Lammasu,,KTK,Creature,,6W,,7.0,0.0,W,U,0.03
Venerable Monk,,DVD,Creature,,2W,,3.0,0.0,W,C,0.09
Venerable Warsinger,,STX,Creature,,1RW,,3.0,0.0,WR,R,0.28
Venerated Loxodon,,GRN,Creature,,4W,,5.0,0.0,W,R,0.5
Venerated Teacher,,ROE,Creature,,2U,,3.0,0.0,U,C,0.08
Vengeance,,9ED,Sorcery,,3W,,4.0,0.0,W,U,0.74
Vengeant Vampire,,G18,Creature,,4BB,,6.0,0.0,B,R,0.71
Vengeful Ancestor,,CLB,Creature,,2RR,,4.0,0.0,R,R,0.88
Vengeful Archon,,M11,Creature,,4WWW,,7.0,0.0,W,R,0.24
Vengeful Dead,,SCG,Creature,,3B,,4.0,0.0,B,C,0.61
Vengeful Devil,,MH1,Creature,,1R,,2.0,0.0,R,U,0.05
Vengeful Dreams,,TOR,Instant,,WW,,2.0,0.0,W,R,0.66
Vengeful Firebrand,,MOR,Creature,,3R,,4.0,0.0,R,R,0.23
Vengeful Pharaoh,,M12,Creature,,2BBB,,5.0,0.0,B,R,1.77
Vengeful Reaper,,KHM,Creature,,3B,,4.0,0.0,B,U,0.15
Vengeful Rebel,,AER,Creature,,2B,,3.0,0.0,B,U,0.06
Vengeful Rebirth,,UMA,Sorcery,,4RG,,6.0,0.0,RG,U,0.08
Vengeful Strangler,Strangling Grasp,MID,Creature,Enchantment,1B,,2.0,0.0,B,U,0.13
Vengeful Vampire,,DKA,Creature,,4BB,,6.0,0.0,B,U,0.13
Vengeful Warchief,,M20,Creature,,4B,,5.0,0.0,B,U,0.04
Vengevine,,2XM,Creature,,2GG,,4.0,0.0,G,M,11.86
Venom,,5ED,Enchantment,,1GG,,3.0,0.0,G,C,0.14
Venom Connoisseur,,SNC,Creature,,1G,,2.0,0.0,G,U,0.07
Venomcrawler,,40K,Creature Artifact,,3B,,4.0,0.0,B,R,0.48
Venomous Breath,,MMQ,Instant,,3G,,4.0,0.0,G,U,0.21
Venomous Changeling,,MH1,Creature,,2B,,3.0,0.0,B,C,0.06
Venomous Dragonfly,,MMQ,Creature,,3G,,4.0,0.0,G,C,0.11
Venomous Fangs,,USG,Enchantment,,2G,,3.0,0.0,G,C,0.13
Venomous Hierophant,,THB,Creature,,3B,,4.0,0.0,B,C,0.02
Venomous Vines,,JUD,Sorcery,,2GG,,4.0,0.0,G,C,0.07
Venom Sliver,,M15,Creature,,1G,,2.0,0.0,G,U,1.89
Venomspout Brackus,,ONS,Creature,,6G,,7.0,0.0,G,U,0.19
Venomthrope,,40K,Creature,,1GU,,3.0,0.0,UG,U,0.7
Venser's Diffusion,,FUT,Instant,,2U,,3.0,0.0,U,C,0.12
"Venser, Shaper Savant",,2X2,Creature,,2UU,,4.0,0.0,U,R,2.56
Venser's Journal,,C21,Artifact,,5,,5.0,0.0,C,R,4.74
Venser's Sliver,,TSP,Creature Artifact,,5,,5.0,0.0,C,C,0.24
"Venser, the Sojourner",,DDI,Planeswalker,,3WU,,5.0,0.0,WU,M,7.9
Ventifact Bottle,,MIR,Artifact,,3,,3.0,0.0,C,R,2.52
Vent Sentinel,,IMA,Creature,,3R,,4.0,0.0,R,C,0.08
Venture Forth,,CLB,Sorcery,,3G,,4.0,0.0,G,R,0.18
"Verazol, the Split Current",,ZNR,Creature,,XGU,,2.0,0.0,UG,R,0.22
Verdant Automaton,,AER,Creature Artifact,,2,,2.0,0.0,G,C,0.08
Verdant Catacombs,,MH2,Land,,,,0.0,0.0,C,R,34.15
Verdant Command,,MH2,Instant,,1G,,2.0,0.0,G,R,0.48
Verdant Confluence,,C15,Sorcery,,4GG,,6.0,0.0,G,R,1.27
Verdant Crescendo,,KLD,Sorcery,,3G,,4.0,0.0,G,R,0.09
Verdant Eidolon,,UMA,Creature,,3G,,4.0,0.0,G,C,0.06
Verdant Embrace,,AFC,Enchantment,,3GG,,5.0,0.0,G,R,0.38
Verdant Field,,PCY,Enchantment,,2G,,3.0,0.0,G,U,0.19
Verdant Force,,DOM,Creature,,5GGG,,8.0,0.0,G,R,0.39
Verdant Haven,,M15,Enchantment,,2G,,3.0,0.0,G,C,0.07
Verdant Mastery,,STX,Sorcery,,5G,,6.0,0.0,G,R,0.28
Verdant Rebirth,,XLN,Instant,,1G,,2.0,0.0,G,U,0.13
Verdant Succession,,ODY,Enchantment,,4G,,5.0,0.0,G,R,0.62
Verdant Sun's Avatar,,C21,Creature,,5GG,,7.0,0.0,G,R,1.12
Verdant Touch,,TPR,Sorcery,,1G,,2.0,0.0,G,U,0.25
Verdeloth the Ancient,,MMA,Creature,,4GG,,6.0,0.0,G,R,1.5
Verdigris,,TPR,Instant,,2G,,3.0,0.0,G,C,0.09
Verduran Emissary,,DDE,Creature,,2G,,3.0,0.0,RG,U,0.24
Verduran Enchantress,,9ED,Creature,,1GG,,3.0,0.0,G,R,5.56
Verdurous Gearhulk,,MIC,Creature Artifact,,3GG,,5.0,0.0,G,M,9.56
Verge Rangers,,C20,Creature,,2W,,3.0,0.0,W,R,0.3
Verity Circle,,VOC,Enchantment,,2U,,3.0,0.0,U,R,0.21
Verix Bladewing,,DOM,Creature,,2RR,,4.0,0.0,R,M,1.44
Vermiculos,,MRD,Creature,,4B,,5.0,0.0,B,R,0.26
Vermin Gorger,,MH2,Creature,,1B,,2.0,0.0,B,C,0.14
Vernadi Shieldmate,,GRN,Creature,,1G/W,,3.0,0.0,WG,C,0.06
Vernal Bloom,,8ED,Enchantment,,3G,,4.0,0.0,G,R,5.26
Vernal Equinox,,MMQ,Enchantment,,3G,,4.0,0.0,G,R,1.06
"Verrak, Warped Sengir",,DMC,Creature,,1WB,,3.0,0.0,WB,R,0.74
Vertigo,,6ED,Instant,,R,,1.0,0.0,R,U,0.16
Vertigo Spawn,,CN2,Creature,,1U,,2.0,0.0,U,U,0.08
Vesper Ghoul,,DIS,Creature,,2B,,3.0,0.0,B,C,0.13
Vesperlark,,MH1,Creature,,2W,,3.0,0.0,W,U,0.12
Vessel of Endless Rest,,UMA,Artifact,,3,,3.0,0.0,C,C,0.19
Vessel of Ephemera,,SOI,Enchantment,,1W,,2.0,0.0,W,C,0.02
Vessel of Malignity,,SOI,Enchantment,,1B,,2.0,0.0,B,C,0.07
Vessel of Nascency,,A25,Enchantment,,G,,1.0,0.0,G,C,0.1
Vessel of Paramnesia,,SOI,Enchantment,,1U,,2.0,0.0,U,C,0.05
Vessel of Volatility,,SOI,Enchantment,,1R,,2.0,0.0,R,C,0.16
Vestige of Emrakul,,BFZ,Creature,,3R,,4.0,0.0,R,C,0.06
Vesuva,,TSR,Land,,,,0.0,0.0,C,M,11.78
Vesuvan Doppelganger,,ME1,Creature,,3UU,,5.0,0.0,U,R,162.19
Vesuvan Duplimancy,,DMU,Enchantment,,3U,,4.0,0.0,U,M,7.31
Vesuvan Shapeshifter,,TSR,Creature,,3UU,,5.0,0.0,U,R,0.23
Veteran Adventurer,,ZNR,Creature,,5G,,6.0,0.0,G,U,0.02
Veteran Armorer,,MMA,Creature,,1W,,2.0,0.0,W,C,0.18
Veteran Armorsmith,,DDO,Creature,,WW,,2.0,0.0,W,C,0.12
Veteran Bodyguard,,ME4,Creature,,3WW,,5.0,0.0,W,R,69.17
Veteran Brawlers,,PCY,Creature,,1R,,2.0,0.0,R,R,0.25
Veteran Cathar,,SOI,Creature,,1G,,2.0,0.0,WG,U,0.02
Veteran Cavalier,,9ED,Creature,,WW,,2.0,0.0,W,C,0.22
Veteran Dungeoneer,,AFR,Creature,,3W,,4.0,0.0,W,C,0.04
Veteran Explorer,,2XM,Creature,,G,,1.0,0.0,G,U,0.25
Veteran Motorist,,KLD,Creature,,RW,,2.0,0.0,WR,U,0.08
Veteran of the Depths,,LRW,Creature,,3W,,4.0,0.0,W,U,0.14
Veteran's Armaments,,MOR,Artifact,,2,,2.0,0.0,C,U,0.16
Veteran Soldier,,CLB,Enchantment,,1W,,2.0,0.0,W,U,0.12
Veteran's Powerblade,,BRO,Artifact,,3,,3.0,0.0,W,C,0.02
Veteran's Reflexes,,WWK,Instant,,W,,1.0,0.0,W,C,0.08
Veteran's Sidearm,,ORI,Artifact,,2,,2.0,0.0,C,C,0.04
Veteran's Voice,,ALL,Enchantment,,R,,1.0,0.0,R,C,0.12
Veteran Swordsmith,,DDO,Creature,,2W,,3.0,0.0,W,C,0.19
Veteran Warleader,,BFZ,Creature,,1GW,,3.0,0.0,WG,R,0.18
Vex,,DST,Instant,,2U,,3.0,0.0,U,C,0.12
Vexilus Praetor,,40K,Creature,,3W,,4.0,0.0,W,R,11.72
Vexing Arcanix,,8ED,Artifact,,4,,4.0,0.0,C,R,0.26
Vexing Beetle,,LGN,Creature,,4G,,5.0,0.0,G,R,0.26
Vexing Devil,,UMA,Creature,,R,,1.0,0.0,R,R,3.61
Vexing Gull,,THB,Creature,,2U,,3.0,0.0,U,C,0.04
Vexing Puzzlebox,,CLB,Artifact,,3,,3.0,0.0,C,M,3.85
Vexing Scuttler,,EMN,Creature,,8,,8.0,0.0,U,U,0.1
Vexing Shusher,,2XM,Creature,,R/GR/G,,4.0,0.0,RG,R,7.05
Vexing Sphinx,,CSP,Creature,,1UU,,3.0,0.0,U,R,0.18
"Veyran, Voice of Duality",,C21,Creature,,1UR,,3.0,0.0,UR,M,15.1
"Vhal, Candlekeep Researcher",,CLB,Creature,,3U,,4.0,0.0,U,U,0.07
Vhati il-Dal,,TPR,Creature,,2BG,,4.0,0.0,BG,R,1.32
Vial of Dragonfire,,M20,Artifact,,2,,2.0,0.0,C,C,0.08
Vial of Poison,,M14,Artifact,,1,,1.0,0.0,C,U,0.09
Vial Smasher the Fierce,,C16,Creature,,1BR,,3.0,0.0,BR,M,9.52
Viashino Bey,,ULG,Creature,,2RR,,4.0,0.0,R,C,0.04
Viashino Bladescout,,TSP,Creature,,1RR,,3.0,0.0,R,C,0.03
Viashino Branchrider,,DMU,Creature,,R,,1.0,0.0,RG,C,0.02
Viashino Cutthroat,,ULG,Creature,,2RR,,4.0,0.0,R,U,0.12
Viashino Fangtail,,RAV,Creature,,2RR,,4.0,0.0,R,C,0.14
Viashino Firstblade,,DGM,Creature,,1RW,,3.0,0.0,WR,C,0.07
Viashino Grappler,,INV,Creature,,2R,,3.0,0.0,RG,C,0.1
Viashino Heretic,,ULG,Creature,,2R,,3.0,0.0,R,U,0.62
Viashino Lashclaw,,MH2,Creature,,1R,,2.0,0.0,R,C,0.02
Viashino Outrider,,USG,Creature,,2R,,3.0,0.0,R,C,0.09
Viashino Pyromancer,,M19,Creature,,1R,,2.0,0.0,R,C,0.11
Viashino Racketeer,,RTR,Creature,,2R,,3.0,0.0,R,C,0.03
Viashino Runner,,10E,Creature,,3R,,4.0,0.0,R,C,0.13
Viashino Sandscout,,10E,Creature,,1R,,2.0,0.0,R,C,0.16
Viashino Sandsprinter,,MH1,Creature,,1RR,,3.0,0.0,R,C,0.03
Viashino Sandstalker,,9ED,Creature,,1RR,,3.0,0.0,R,U,0.16
Viashino Sandswimmer,,USG,Creature,,2RR,,4.0,0.0,R,R,0.33
Viashino Shanktail,,GTC,Creature,,3R,,4.0,0.0,R,U,0.06
Viashino Skeleton,,ALA,Creature,,3R,,4.0,0.0,BR,C,0.02
Viashino Slasher,,RAV,Creature,,1R,,2.0,0.0,R,C,0.15
Viashino Slaughtermaster,,MM2,Creature,,1R,,2.0,0.0,BRG,C,0.08
Viashino Spearhunter,,M10,Creature,,2R,,3.0,0.0,R,C,0.05
Viashino Warrior,,6ED,Creature,,3R,,4.0,0.0,R,C,0.08
Viashino Weaponsmith,,USG,Creature,,3R,,4.0,0.0,R,C,0.11
Viashivan Dragon,,VIS,Creature,,2RRGG,,6.0,0.0,RG,R,1.87
Vibrating Sphere,,ME4,Artifact,,4,,4.0,0.0,C,R,0.28
Vicious Battlerager,,CLB,Creature,,3B,,4.0,0.0,B,C,0.16
Vicious Betrayal,,5DN,Sorcery,,3BB,,5.0,0.0,B,C,0.07
Vicious Conquistador,,XLN,Creature,,B,,1.0,0.0,B,U,0.27
Vicious Hunger,,GVL,Sorcery,,BB,,2.0,0.0,B,C,0.16
Vicious Kavu,,INV,Creature,,1BR,,3.0,0.0,BR,U,0.13
Vicious Offering,,DOM,Instant,,1B,,2.0,0.0,B,C,0.05
Vicious Rumors,,GRN,Sorcery,,B,,1.0,0.0,B,C,0.19
Vicious Shadows,,ALA,Enchantment,,6R,,7.0,0.0,R,R,3.09
"Viconia, Drow Apostate",,CLB,Creature,,2B,,3.0,0.0,B,U,0.12
Victimize,,NCC,Sorcery,,2B,,3.0,0.0,B,U,0.66
Victim of Night,,DDQ,Instant,,BB,,2.0,0.0,B,C,0.23
Victorious Destruction,,NPH,Sorcery,,4R,,5.0,0.0,R,C,0.06
Victory Chimes,,C21,Artifact,,3,,3.0,0.0,C,R,0.46
Victory's Envoy,,MIC,Creature,,3WW,,5.0,0.0,W,R,0.3
Victory's Herald,,CM2,Creature,,3WWW,,6.0,0.0,W,R,0.22
Victual Sliver,,TPR,Creature,,GW,,2.0,0.0,WG,U,0.46
View from Above,,CON,Instant,,1U,,2.0,0.0,U,U,0.19
Vigean Graftmage,,MM2,Creature,,2U,,3.0,0.0,U,C,0.17
Vigean Hydropon,,DIS,Creature,,1GU,,3.0,0.0,UG,C,0.13
Vigean Intuition,,DIS,Instant,,3GU,,5.0,0.0,UG,U,0.09
Vigilance,,CHK,Enchantment,,W,,1.0,0.0,W,C,0.14
Vigilant Baloth,,M19,Creature,,3GG,,5.0,0.0,G,U,0.09
Vigilant Drake,,7ED,Creature,,4U,,5.0,0.0,U,C,0.13
Vigilante Justice,,C20,Enchantment,,3R,,4.0,0.0,R,U,0.02
Vigilant Martyr,,MIR,Creature,,W,,1.0,0.0,W,U,0.52
Vigilant Sentry,,JUD,Creature,,1WW,,3.0,0.0,W,C,0.08
Vigil for the Lost,,SOM,Enchantment,,3W,,4.0,0.0,W,U,0.1
Vigor,,BBD,Creature,,3GGG,,6.0,0.0,G,R,11.24
Vigor Mortis,,DDJ,Sorcery,,2BB,,4.0,0.0,BG,U,0.24
Vigorous Charge,,INV,Instant,,G,,1.0,0.0,WG,C,0.1
Vigorspore Wurm,,GRN,Creature,,5G,,6.0,0.0,G,C,0.04
"Vikya, Scorching Stalwart",,SLX,Creature,,2W,,3.0,0.0,WR,R,2.98
Vildin-Pack Outcast,Dronepack Kindred,EMN,Creature,Creature,4R,,5.0,0.0,R,C,0.04
Vile Aggregate,,BFZ,Creature,,2R,,3.0,0.0,R,U,0.16
Vile Consumption,,INV,Enchantment,,1UB,,3.0,0.0,UB,R,5.81
Vile Deacon,,LGN,Creature,,2BB,,4.0,0.0,B,C,0.14
Vile Entomber,,MH2,Creature,,2BB,,4.0,0.0,B,U,0.24
Vile Manifestation,,HOU,Creature,,1B,,2.0,0.0,B,U,0.11
Vile Rebirth,,M14,Instant,,B,,1.0,0.0,B,C,0.06
Vile Redeemer,,OGW,Creature,,2G,,3.0,0.0,G,R,0.42
Vile Requiem,,C13,Enchantment,,2BB,,4.0,0.0,B,U,0.16
Vilespawn Spider,,VOW,Creature,,GU,,2.0,0.0,UG,U,0.12
"Vilis, Broker of Blood",,M20,Creature,,5BBB,,8.0,0.0,B,R,9.07
Village Bell-Ringer,,DDQ,Creature,,2W,,3.0,0.0,W,C,0.23
Village Cannibals,,ISD,Creature,,2B,,3.0,0.0,B,U,0.1
Village Elder,,MIR,Creature,,G,,1.0,0.0,G,C,0.16
Village Ironsmith,Ironfang,ISD,Creature,Creature,1R,,2.0,0.0,R,C,0.12
Village Messenger,Moonrise Intruder,SOI,Creature,Creature,R,,1.0,0.0,R,U,0.08
Village Rites,,KHM,Instant,,B,,1.0,0.0,B,C,0.38
Villagers of Estwald,Howlpack of Estwald,ISD,Creature,Creature,2G,,3.0,0.0,G,C,0.12
Village Survivors,,DKA,Creature,,4G,,5.0,0.0,G,U,0.01
Village Watch,Village Reavers,MID,Creature,Creature,4R,,5.0,0.0,R,U,0.13
Villainous Ogre,,CHK,Creature,,2B,,3.0,0.0,B,C,0.07
Villainous Wealth,,2X2,Sorcery,,XBGU,,3.0,0.0,UBG,R,2.19
Vindicate,,MH2,Sorcery,,1WB,,3.0,0.0,WB,R,7.93
Vindictive Lich,,C17,Creature,,3B,,4.0,0.0,B,R,3.92
Vindictive Mob,,RAV,Creature,,4BB,,6.0,0.0,B,U,0.15
Vindictive Vampire,,RNA,Creature,,3B,,4.0,0.0,B,U,0.5
Vine Dryad,,MMQ,Creature,,3G,,4.0,0.0,G,R,0.57
Vine Gecko,,ZNR,Creature,,1G,,2.0,0.0,G,U,0.03
Vineglimmer Snarl,,STX,Land,,,,0.0,0.0,UG,R,2.05
Vine Kami,,CHK,Creature,,6G,,7.0,0.0,G,C,0.12
Vinelasher Kudzu,,DDM,Creature,,1G,,2.0,0.0,G,R,0.36
Vine Mare,,M19,Creature,,2GG,,4.0,0.0,G,U,0.14
Vineshaper Mystic,,XLN,Creature,,2G,,3.0,0.0,G,U,0.05
Vineshaper Prodigy,,DMU,Creature,,1G,,2.0,0.0,UG,C,0.03
Vine Snare,,ORI,Instant,,2G,,3.0,0.0,G,C,0.02
Vines of the Recluse,,E01,Instant,,G,,1.0,0.0,G,C,0.1
Vines of Vastwood,,MM2,Instant,,G,,1.0,0.0,G,C,1.06
Vine Trellis,,GVL,Creature,,1G,,2.0,0.0,G,C,0.36
Vineweft,,M15,Enchantment,,G,,1.0,0.0,G,C,0.08
Vintara Elephant,,PCY,Creature,,4G,,5.0,0.0,G,C,0.1
Vintara Snapper,,PCY,Creature,,GG,,2.0,0.0,G,U,0.11
Violent Eruption,,C19,Instant,,1RRR,,4.0,0.0,R,U,0.16
Violent Impact,,AKH,Sorcery,,3R,,4.0,0.0,R,C,0.05
Violent Outburst,,ARB,Instant,,1RG,,3.0,0.0,RG,C,3.92
Violent Ultimatum,,ALA,Sorcery,,BBRRRGG,,7.0,0.0,BRG,R,0.32
Violet Pall,,MOR,Instant,,4B,,5.0,0.0,B,C,0.13
Viper's Kiss,,THS,Enchantment,,B,,1.0,0.0,B,C,0.09
Viral Drake,,NPH,Creature,,3U,,4.0,0.0,U,U,2.21
Viridescent Wisps,,SHM,Instant,,G,,1.0,0.0,G,C,0.27
Viridian Acolyte,,DST,Creature,,G,,1.0,0.0,G,C,0.07
Viridian Betrayers,,NPH,Creature,,1GG,,3.0,0.0,G,C,0.16
Viridian Claw,,TD2,Artifact,,2,,2.0,0.0,C,U,0.13
Viridian Corrupter,,TD2,Creature,,1GG,,3.0,0.0,G,U,0.28
Viridian Emissary,,CMA,Creature,,1G,,2.0,0.0,G,C,0.13
Viridian Harvest,,NPH,Enchantment,,G,,1.0,0.0,G,C,0.06
Viridian Joiner,,MRD,Creature,,2G,,3.0,0.0,G,C,0.28
Viridian Longbow,,AFC,Artifact,,1,,1.0,0.0,C,C,0.42
Viridian Lorebearers,,5DN,Creature,,3G,,4.0,0.0,G,U,0.1
Viridian Revel,,SOM,Enchantment,,1GG,,3.0,0.0,G,U,1.24
Viridian Scout,,5DN,Creature,,3G,,4.0,0.0,G,C,0.1
Viridian Shaman,,DDU,Creature,,2G,,3.0,0.0,G,U,0.19
Viridian Zealot,,CMA,Creature,,GG,,2.0,0.0,G,R,0.33
Virtue's Ruin,,POR,Sorcery,,2B,,3.0,0.0,B,U,1.23
Virtuous Charge,,PTK,Sorcery,,2W,,3.0,0.0,W,C,2.08
Virtus's Maneuver,,BBD,Sorcery,,2B,,3.0,0.0,B,R,0.96
Virtus the Veiled,,BBD,Creature,,2B,,3.0,0.0,B,R,4.83
Virulent Plague,,DTK,Enchantment,,2B,,3.0,0.0,B,U,0.15
Virulent Sliver,,TSR,Creature,,G,,1.0,0.0,G,C,9.0
Virulent Swipe,,IMA,Instant,,B,,1.0,0.0,B,C,0.14
Virulent Wound,,MBS,Instant,,B,,1.0,0.0,B,C,0.17
Virus Beetle,,NEO,Creature Artifact,,1B,,2.0,0.0,B,C,0.11
Visage of Bolas,,HOU,Artifact,,4,,4.0,0.0,UBR,R,0.2
Visara the Dreadful,,EMA,Creature,,3BBB,,6.0,0.0,B,R,2.45
Viscera Dragger,,ALA,Creature,,3B,,4.0,0.0,B,C,0.16
Viscera Seer,,CMR,Creature,,B,,1.0,0.0,B,C,584.16
Viscerid Armor,,ME2,Enchantment,,1U,,2.0,0.0,U,C,0.11
Viscerid Deepwalker,,TSP,Creature,,4U,,5.0,0.0,U,C,0.11
Viscerid Drone,,ME2,Creature,,1U,,2.0,0.0,U,U,0.22
Viscid Lemures,,TSP,Creature,,4B,,5.0,0.0,B,C,0.09
Viseling,,C13,Creature Artifact,,4,,4.0,0.0,C,U,0.24
"Vish Kal, Blood Arbiter",,2XM,Creature,,4WBB,,7.0,0.0,WB,R,2.53
Visionary Augmenter,,KLD,Creature,,2WW,,4.0,0.0,W,U,0.07
Vision Charm,,VIS,Instant,,U,,1.0,0.0,U,C,0.32
Visions,,4ED,Sorcery,,W,,1.0,0.0,W,U,3.01
Vision Skeins,,E01,Instant,,1U,,2.0,0.0,U,C,0.88
Visions of Beyond,,UMA,Instant,,U,,1.0,0.0,U,R,5.4
Visions of Brutality,,OGW,Enchantment,,1B,,2.0,0.0,B,U,0.13
Visions of Dominance,,MIC,Sorcery,,2G,,3.0,0.0,G,R,0.32
Visions of Dread,,MIC,Sorcery,,2B,,3.0,0.0,B,R,0.13
Visions of Duplicity,,MIC,Sorcery,,2U,,3.0,0.0,U,R,0.18
Visions of Glory,,MIC,Sorcery,,4W,,5.0,0.0,W,R,0.28
Visions of Phyrexia,,BRO,Enchantment,,2RR,,4.0,0.0,R,R,0.87
Visions of Ruin,,MIC,Sorcery,,3R,,4.0,0.0,R,R,0.27
Vitality Charm,,ONS,Instant,,G,,1.0,0.0,G,C,0.15
Vitality Hunter,,C20,Creature,,3W,,4.0,0.0,W,R,0.11
Vitalize,,6ED,Instant,,G,,1.0,0.0,G,C,0.7
Vitalizing Cascade,,MIR,Instant,,XGW,,2.0,0.0,WG,U,0.32
Vitalizing Wind,,PCY,Instant,,8G,,9.0,0.0,G,R,1.0
Vital Splicer,,MM3,Creature,,3G,,4.0,0.0,G,U,0.15
Vital Surge,,BOK,Instant,,1G,,2.0,0.0,G,C,0.09
Vitaspore Thallid,,PLC,Creature,,1G,,2.0,0.0,G,C,0.28
Vithian Renegades,,ARB,Creature,,1RG,,3.0,0.0,RG,U,0.23
Vithian Stinger,,MM3,Creature,,2R,,3.0,0.0,R,U,0.1
"Vito, Thorn of the Dusk Rose",,M21,Creature,,2B,,3.0,0.0,B,R,8.56
Vitu-Ghazi Guildmage,,C19,Creature,,GW,,2.0,0.0,WG,U,0.1
"Vitu-Ghazi, the City-Tree",,AFC,Land,,,,0.0,0.0,WG,U,0.18
Vivid Crag,,CM2,Land,,,,0.0,0.0,R,U,0.43
Vivid Creek,,NCC,Land,,,,0.0,0.0,U,U,0.25
Vivid Flying Fish,,GS1,Creature,,1U,,2.0,0.0,U,C,0.1
Vivid Grove,,NCC,Land,,,,0.0,0.0,G,U,0.23
Vivid Marsh,,C17,Land,,,,0.0,0.0,B,U,0.74
Vivid Meadow,,NCC,Land,,,,0.0,0.0,W,U,0.33
Vivid Revival,,GRN,Sorcery,,4G,,5.0,0.0,G,R,0.16
"Vivien, Arkbow Ranger",,M20,Planeswalker,,1GGG,,4.0,0.0,G,M,3.48
"Vivien, Champion of the Wilds",,CLB,Planeswalker,,2G,,3.0,0.0,G,R,18.6
"Vivien, Monsters' Advocate",,IKO,Planeswalker,,3GG,,5.0,0.0,G,M,6.48
"Vivien, Nature's Avenger",,M20,Planeswalker,,4GG,,6.0,0.0,G,M,3.67
Vivien of the Arkbow,,M19,Planeswalker,,4GG,,6.0,0.0,G,M,2.15
Vivien on the Hunt,,SNC,Planeswalker,,4GG,,6.0,0.0,G,M,5.2
Vivien Reid,,M19,Planeswalker,,3GG,,5.0,0.0,G,M,4.21
Vivien's Arkbow,,WAR,Artifact,,1G,,2.0,0.0,G,R,0.95
Vivien's Crocodile,,M20,Creature,,2G,,3.0,0.0,G,C,0.13
Vivien's Grizzly,,WAR,Creature,,2G,,3.0,0.0,G,C,0.08
Vivien's Invocation,,M19,Sorcery,,5GG,,7.0,0.0,G,R,0.26
Vivien's Jaguar,,M19,Creature,,2G,,3.0,0.0,G,U,0.22
Vivien's Stampede,,NCC,Sorcery,,4GG,,6.0,0.0,G,R,2.24
Vivify,,ODY,Instant,,2G,,3.0,0.0,G,U,0.14
Vivisection,,MID,Sorcery,,3U,,4.0,0.0,U,U,0.08
Vizier of Deferment,,AKH,Creature,,2W,,3.0,0.0,W,U,0.07
Vizier of Many Faces,,AKH,Creature,,2UU,,4.0,0.0,U,R,3.34
Vizier of Remedies,,AKH,Creature,,1W,,2.0,0.0,W,U,0.22
Vizier of the Anointed,,HOU,Creature,,3U,,4.0,0.0,U,U,0.03
Vizier of the Menagerie,,AKH,Creature,,3G,,4.0,0.0,G,M,6.74
Vizier of the Scorpion,,WAR,Creature,,2B,,3.0,0.0,B,U,0.21
Vizier of the True,,HOU,Creature,,3W,,4.0,0.0,W,U,0.05
Vizier of Tumbling Sands,,C20,Creature,,2U,,3.0,0.0,U,U,0.24
Vizkopa Confessor,,GTC,Creature,,3WB,,5.0,0.0,WB,U,0.09
